ID,Low Level Name,Mid Level Name,High Level Name,CIP Number,CIP Group Name
10.04.08,Interpersonal and Small Group Communication,,,35.01.02,Interpersonal Relationships Skills.
3.34.01,Other Business,,,35.01.03,Business and Social Skills.
10.04.08,Interpersonal and Small Group Communication,,,35.01.99,"Interpersonal Social Skills, Other."
,#N/A,,,,LEISURE AND RECREATIONAL ACTIVITIES.
,#N/A,,,36.01,Leisure and Recreational Activities.
10.13.01,Leisure Studies,,,36.01.01,"Leisure and Recreational Activities, General."
10.13.01,Leisure Studies,,,36.01.02,Handicrafts and Model-Making.
10.13.01,Leisure Studies,,,36.01.03,"Board, Card and Role-Playing Games."
4.19.01,Home Economics,,,36.01.05,Home Maintenance and Improvement.
10.13.01,Leisure Studies,,,36.01.06,Nature Appreciation.
10.13.01,Leisure Studies,,,36.01.07,Pet Ownership and Care.
10.24.01,Sports Studies,,,36.01.08,Sports and Exercise.
3.33.01,Tourism and Travel,,,36.01.09,Travel and Exploration.
2.00.00,Arts and Humanities,,,36.01.10,Art.
10.13.01,Leisure Studies,,,36.01.11,Collecting.
7.11.05,Other Food Science,,,36.01.12,Cooking and Other Domestic Skills.
2.04.06,Game Design,,,36.01.13,Computer Games and Programming Skills.
10.13.01,Leisure Studies,,,36.01.14,Dancing.
2.32.00,Music,,,36.01.15,Music.
2.39.01,Reading and Language,,,36.01.16,Reading.
2.48.00,Theatre and Performance Studies,,,36.01.17,Theatre/Theater.
10.13.01,Leisure Studies,,,36.01.18,Writing.
10.13.01,Leisure Studies,,,36.01.19,Aircraft Pilot (Private).
10.13.01,Leisure Studies,,,36.01.99,"Leisure and Recreational Activities, Other."
,#N/A,,,,PERSONAL AWARENESS AND SELF-IMPROVEMENT.
,#N/A,,,37.01,Personal Awareness and Self-Improvement.
10.18.22,Other Psychology,,,37.01.01,Self-Awareness and Personal Assessment.
10.18.09,Counseling Psychology,,,37.01.02,Stress Management and Coping Skills.
10.18.05,Cognition and Perception,,,37.01.03,Personal Decision-Making Skills.
10.18.09,Counseling Psychology,,,37.01.04,Self-Esteem and Values Clarification.
10.18.09,Counseling Psychology,,,37.01.99,"Personal Awareness and Self-Improvement, Other."
,#N/A,,,,PHILOSOPHY AND RELIGIOUS STUDIES.
,#N/A,,,38,"Philosophy and Religious Studies, General."
2.40.18,"Religious Thought, Theology and Philosophy of Religion",,,38.00.01,"Philosophy and Religious Studies, General."
,#N/A,,,38.01,Philosophy.
2.35.00,Philosophy,,,38.01.01,Philosophy.
2.35.08,Logic and Foundations of Mathematics,,,38.01.02,Logic.
2.35.05,Ethics and Political Philosophy,,,38.01.03,Ethics.
2.35.05,Ethics and Political Philosophy,,,38.01.04,Applied and Professional Ethics.
2.35.13,Other Philosophy,,,38.01.99,"Philosophy, Other."
,#N/A,,,38.02,Religion/Religious Studies.
2.40.00,Religion,,,38.02.01,Religion/Religious Studies.
2.40.02,Buddhist Studies,,,38.02.02,Buddhist Studies.
2.40.04,Christianity,,,38.02.03,Christian Studies.
2.40.08,Hindu Studies,,,38.02.04,Hindu Studies.
2.40.12,Islamic Studies,,,38.02.05,Islamic Studies.
2.26.00,Jewish Studies,,,38.02.06,Jewish/Judaic Studies.
2.40.18,"Religious Thought, Theology and Philosophy of Religion",,,38.02.99,"Religion/Religious Studies, Other."
,#N/A,,,38.99,"Philosophy and Religious Studies, Other."
2.40.18,"Religious Thought, Theology and Philosophy of Religion",,,38.99.99,"Philosophy and Religious Studies, Other."
,#N/A,,,,THEOLOGY AND RELIGIOUS VOCATIONS.
,#N/A,,,39.02,Bible/Biblical Studies.
2.40.01,Biblical Studies,,,39.02.01,Bible/Biblical Studies.
,#N/A,,,39.03,Missions/Missionary Studies and Missiology.
2.40.14,Missions and World Christianity,,,39.03.01,Missions/Missionary Studies and Missiology.
,#N/A,,,39.04,Religious Education.
4.34.01,Other Education,,,39.04.01,Religious Education.
,#N/A,,,39.05,Religious/Sacred Music.
2.40.13,Liturgy and Worship,,,39.05.01,Religious/Sacred Music.
,#N/A,,,39.06,Theological and Ministerial Studies.
2.40.18,"Religious Thought, Theology and Philosophy of Religion",,,39.06.01,Theology/Theological Studies.
2.40.18,"Religious Thought, Theology and Philosophy of Religion",,,39.06.02,Divinity/Ministry.
2.40.18,"Religious Thought, Theology and Philosophy of Religion",,,39.06.04,Pre-Theology/Pre-Ministerial Studies.
2.40.01,Biblical Studies,,,39.06.05,Rabbinical Studies.
2.40.01,Biblical Studies,,,39.06.06,Talmudic Studies.
2.40.18,"Religious Thought, Theology and Philosophy of Religion",,,39.06.99,"Theological and Ministerial Studies, Other."
,#N/A,,,39.07,Pastoral Counseling and Specialized Ministries.
2.40.19,Other Religion,,,39.07.01,Pastoral Studies/Counseling.
2.40.19,Other Religion,,,39.07.02,Youth Ministry.
2.40.19,Other Religion,,,39.07.03,Urban Ministry.
2.40.19,Other Religion,,,39.07.04,Women's Ministry.
2.40.19,Other Religion,,,39.07.05,Lay Ministry.
2.40.19,Other Religion,,,39.07.99,"Pastoral Counseling and Specialized Ministries, Other."
,#N/A,,,39.99,"Theology and Religious Vocations, Other."
2.40.18,"Religious Thought, Theology and Philosophy of Religion",,,39.99.99,"Theology and Religious Vocations, Other."
,#N/A,,,,PHYSICAL SCIENCES.
,#N/A,,,40.01,Physical Sciences.
9.00.00,Physical Sciences and Mathematics,,,40.01.01,Physical Sciences.
,#N/A,,,40.02,Astronomy and Astrophysics.
9.02.00,Astrophysics and Astronomy,,,40.02.01,Astronomy.
9.02.00,Astrophysics and Astronomy,,,40.02.02,Astrophysics.
9.02.07,Other Astrophysics and Astronomy,,,40.02.03,Planetary Astronomy and Science.
9.02.07,Other Astrophysics and Astronomy,,,40.02.99,"Astronomy and Astrophysics, Other."
,#N/A,,,40.04,Atmospheric Sciences and Meteorology.
9.08.01,Atmospheric Sciences,,,40.04.01,"Atmospheric Sciences and Meteorology, General."
9.08.01,Atmospheric Sciences,,,40.04.02,Atmospheric Chemistry and Climatology.
9.08.01,Atmospheric Sciences,,,40.04.03,Atmospheric Physics and Dynamics.
9.08.04,Meteorology,,,40.04.04,Meteorology.
9.08.06,Other Oceanography and Atmospheric Sciences and Meteorology,,,40.04.99,"Atmospheric Sciences and Meteorology, Other."
,#N/A,,,40.05,Chemistry.
9.03.00,Chemistry,,,40.05.01,"Chemistry, General."
9.03.01,Analytical Chemistry,,,40.05.02,Analytical Chemistry.
9.03.03,Inorganic Chemistry,,,40.05.03,Inorganic Chemistry.
9.03.06,Organic Chemistry,,,40.05.04,Organic Chemistry.
9.03.07,Physical Chemistry,,,40.05.06,Physical Chemistry.
9.03.08,Polymer Chemistry,,,40.05.07,Polymer Chemistry.
9.09.02,Biological and Chemical Physics,,,40.05.08,Chemical Physics.
9.03.02,Environmental Chemistry,,,40.05.09,Environmental Chemistry.
9.03.10,Other Chemistry,,,40.05.10,Forensic Chemistry.
9.03.10,Other Chemistry,,,40.05.11,Theoretical Chemistry.
9.03.10,Other Chemistry,,,40.05.99,"Chemistry, Other."
,#N/A,,,40.06,Geological and Earth Sciences/Geosciences.
9.05.04,Geology,,,40.06.01,"Geology/Earth Science, General."
9.05.03,Geochemistry,,,40.06.02,Geochemistry.
9.05.06,Geophysics and Seismology,,,40.06.03,Geophysics and Seismology.
9.05.11,Paleontology,,,40.06.04,Paleontology.
9.05.08,Hydrology,,,40.06.05,Hydrology and Water Resources Science.
9.05.03,Geochemistry,,,40.06.06,Geochemistry and Petrology.
9.08.05,Oceanography,,,40.06.07,"Oceanography, Chemical and Physical."
9.05.18,Other Earth Sciences,,,40.06.99,"Geological and Earth Sciences/Geosciences, Other."
,#N/A,,,40.08,Physics.
9.09.00,Physics,,,40.08.01,"Physics, General."
9.09.01,"Atomic, Molecular and Optical Physics",,,40.08.02,Atomic/Molecular Physics.
9.09.04,Elementary Particles and Fields and String Theory,,,40.08.04,Elementary Particle Physics.
9.09.09,Plasma and Beam Physics,,,40.08.05,Plasma and High-Temperature Physics.
9.09.07,Nuclear,,,40.08.06,Nuclear Physics.
9.09.08,Optics,,,40.08.07,Optics/Optical Sciences.
9.09.03,Condensed Matter Physics,,,40.08.08,Condensed Matter and Materials Physics.
9.09.12,Other Physics,,,40.08.09,Acoustics.
9.09.12,Other Physics,,,40.08.10,Theoretical and Mathematical Physics.
9.09.12,Other Physics,,,40.08.99,"Physics, Other."
,#N/A,,,40.1,Materials Sciences.
5.13.00,Materials Science and Engineering,,,40.10.01,Materials Science.
9.03.04,Materials Chemistry,,,40.10.02,Materials Chemistry.
5.13.07,Other Materials Science and Engineering,,,40.10.99,"Materials Sciences, Other."
9.11.01,Other Physical Sciences and Mathematics,,,40.99,"Physical Sciences, Other."
9.11.01,Other Physical Sciences and Mathematics,,,40.99.99,"Physical Sciences, Other."
,#N/A,,,,SCIENCE TECHNOLOGIES/TECHNICIANS.
,#N/A,,,41,"Science Technologies/Technicians, General."
10.20.01,Science and Technology Studies,,,41.00.00,"Science Technologies/Technicians, General."
,#N/A,,,41.01,Biology Technician/Biotechnology Laboratory Technician.
7.07.01,Biotechnology,,,41.01.01,Biology Technician/Biotechnology Laboratory Technician.
,#N/A,,,41.02,Nuclear and Industrial Radiologic Technologies/Technicians.
8.15.33,Radiology,,,41.02.04,Industrial Radiologic Technology/Technician.
5.17.01,Nuclear Engineering,,,41.02.05,Nuclear/Nuclear Power Technology/Technician.
8.15.33,Radiology,,,41.02.99,"Nuclear and Industrial Radiologic Technologies/Technicians, Other."
,#N/A,,,41.03,Physical Science Technologies/Technicians.
5.06.10,Other Chemical Engineering,,,41.03.01,Chemical Technology/Technician.
5.06.10,Other Chemical Engineering,,,41.03.03,Chemical Process Technology.
9.11.01,Other Physical Sciences and Mathematics,,,41.03.99,"Physical Science Technologies/Technicians, Other."
,#N/A,,,41.99,"Science Technologies/Technicians, Other."
10.20.01,Science and Technology Studies,,,41.99.99,"Science Technologies/Technicians, Other."
,#N/A,,,,PSYCHOLOGY.
,#N/A,,,42.01,"Psychology, General."
10.18.00,Psychology,,,42.01.01,"Psychology, General."
10.18.04,Clinical Psychology,,,42.02,Clinical Psychology.
10.18.04,Clinical Psychology,,,42.02.01,Clinical Psychology.
,#N/A,,,42.03,Cognitive Psychology and Psycholinguistics.
10.18.06,Cognitive Psychology,,,42.03.01,Cognitive Psychology and Psycholinguistics.
10.18.07,Community Psychology,,,42.04,Community Psychology.
10.18.07,Community Psychology,,,42.04.01,Community Psychology.
10.18.08,Comparative Psychology,,,42.05,Comparative Psychology.
10.18.08,Comparative Psychology,,,42.05.01,Comparative Psychology.
10.18.09,Counseling Psychology,,,42.06,Counseling Psychology.
10.18.09,Counseling Psychology,,,42.06.01,Counseling Psychology.
,#N/A,,,42.07,Developmental and Child Psychology.
10.18.10,Developmental Psychology,,,42.07.01,Developmental and Child Psychology.
,#N/A,,,42.08,Experimental Psychology.
10.18.11,Experimental Analysis of Behavior,,,42.08.01,Experimental Psychology.
10.18.13,Industrial and Organizational Psychology,,,42.09,Industrial and Organizational Psychology.
10.18.13,Industrial and Organizational Psychology,,,42.09.01,Industrial and Organizational Psychology.
,#N/A,,,42.1,Personality Psychology.
10.18.16,Personality and Social Contexts,,,42.10.01,Personality Psychology.
,#N/A,,,42.11,Physiological Psychology/Psychobiology.
10.18.02,Biological Psychology,,,42.11.01,Physiological Psychology/Psychobiology.
10.18.19,Social Psychology,,,42.16,Social Psychology.
10.18.19,Social Psychology,,,42.16.01,Social Psychology.
10.18.18,School Psychology,,,42.17,School Psychology.
10.18.18,School Psychology,,,42.17.01,School Psychology.
4.14.01,Educational Psychology,,,42.18,Educational Psychology.
4.14.01,Educational Psychology,,,42.18.01,Educational Psychology.
,#N/A,,,42.19,Psychometrics and Quantitative Psychology.
10.18.17,Quantitative Psychology,,,42.19.01,Psychometrics and Quantitative Psychology.
,#N/A,,,42.2,Clinical Child Psychology.
10.18.03,Child Psychology,,,42.20.01,Clinical Child Psychology.
,#N/A,,,42.21,Environmental Psychology.
10.18.22,Other Psychology,,,42.21.01,Environmental Psychology.
,#N/A,,,42.22,Geropsychology.
10.18.22,Other Psychology,,,42.22.01,Geropsychology.
10.18.12,Health Psychology,,,42.23,Health Psychology.
10.18.12,Health Psychology,,,42.23.01,Health/Medical Psychology.
,#N/A,,,42.24,Psychopharmacology.
8.22.06,Other Psychiatry and Psychology,,,42.24.01,Psychopharmacology.
,#N/A,,,42.25,Family Psychology.
10.18.22,Other Psychology,,,42.25.01,Family Psychology.
,#N/A,,,42.26,Forensic Psychology.
10.18.22,Other Psychology,,,42.26.01,Forensic Psychology.
,#N/A,,,42.27,Research and Experimental Psychology.
10.18.06,Cognitive Psychology,,,42.27.01,Cognitive Psychology and Psycholinguistics.
10.18.08,Comparative Psychology,,,42.27.02,Comparative Psychology.
10.18.10,Developmental Psychology,,,42.27.03,Developmental and Child Psychology.
10.18.11,Experimental Analysis of Behavior,,,42.27.04,Experimental Psychology.
10.18.16,Personality and Social Contexts,,,42.27.05,Personality Psychology.
10.18.02,Biological Psychology,,,42.27.06,Physiological Psychology/Psychobiology.
10.18.19,Social Psychology,,,42.27.07,Social Psychology.
10.18.17,Quantitative Psychology,,,42.27.08,Psychometrics and Quantitative Psychology.
8.22.06,Other Psychiatry and Psychology,,,42.27.09,Psychopharmacology.
10.18.22,Other Psychology,,,42.27.99,"Research and Experimental Psychology, Other."
,#N/A,,,42.28,"Clinical, Counseling and Applied Psychology."
10.18.04,Clinical Psychology,,,42.28.01,Clinical Psychology.
10.18.07,Community Psychology,,,42.28.02,Community Psychology.
10.18.09,Counseling Psychology,,,42.28.03,Counseling Psychology.
10.18.13,Industrial and Organizational Psychology,,,42.28.04,Industrial and Organizational Psychology.
10.18.18,School Psychology,,,42.28.05,School Psychology.
4.14.01,Educational Psychology,,,42.28.06,Educational Psychology.
10.18.03,Child Psychology,,,42.28.07,Clinical Child Psychology.
10.18.22,Other Psychology,,,42.28.08,Environmental Psychology.
10.18.22,Other Psychology,,,42.28.09,Geropsychology.
10.18.12,Health Psychology,,,42.28.10,Health/Medical Psychology.
10.18.22,Other Psychology,,,42.28.11,Family Psychology.
10.18.22,Other Psychology,,,42.28.12,Forensic Psychology.
10.18.22,Other Psychology,,,42.28.13,Applied Psychology.
10.18.01,Applied Behavior Analysis,,,42.28.14,Applied Behavior Analysis.
10.18.22,Other Psychology,,,42.28.99,"Clinical, Counseling and Applied Psychology, Other."
10.18.22,Other Psychology,,,42.99,"Psychology, Other."
10.18.22,Other Psychology,,,42.99.99,"Psychology, Other."
,#N/A,,,,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES."
,#N/A,,,43.01,Criminal Justice and Corrections.
6.72.01,Law Enforcement and Corrections,,,43.01.02,Corrections.
10.12.01,Criminology and Criminal Justice,,,43.01.03,Criminal Justice/Law Enforcement Administration.
10.12.01,Criminology and Criminal Justice,,,43.01.04,Criminal Justice/Safety Studies.
10.12.02,Forensic Science and Technology,,,43.01.06,Forensic Science and Technology.
10.12.01,Criminology and Criminal Justice,,,43.01.07,Criminal Justice/Police Science.
6.72.01,Law Enforcement and Corrections,,,43.01.09,Security and Loss Prevention Services.
6.72.01,Law Enforcement and Corrections,,,43.01.10,Juvenile Corrections.
10.12.01,Criminology and Criminal Justice,,,43.01.11,Criminalistics and Criminal Science.
6.72.01,Law Enforcement and Corrections,,,43.01.12,Securities Services Administration/Management.
6.72.01,Law Enforcement and Corrections,,,43.01.13,Corrections Administration.
6.72.01,Law Enforcement and Corrections,,,43.01.14,Law Enforcement Investigation and Interviewing.
6.72.01,Law Enforcement and Corrections,,,43.01.15,Law Enforcement Record-Keeping and Evidence Management.
10.12.02,Forensic Science and Technology,,,43.01.16,Cyber/Computer Forensics and Counterterrorism.
10.12.02,Forensic Science and Technology,,,43.01.17,Financial Forensics and Fraud Investigation.
6.72.01,Law Enforcement and Corrections,,,43.01.18,Law Enforcement Intelligence Analysis.
6.72.01,Law Enforcement and Corrections,,,43.01.19,Critical Incident Response/Special Police Operations.
6.72.01,Law Enforcement and Corrections,,,43.01.20,Protective Services Operations.
6.72.01,Law Enforcement and Corrections,,,43.01.21,Suspension and Debarment Investigation.
6.72.01,Law Enforcement and Corrections,,,43.01.22,Maritime Law Enforcement.
6.72.01,Law Enforcement and Corrections,,,43.01.23,Cultural/Archaelogical Resources Protection.
6.72.01,Law Enforcement and Corrections,,,43.01.99,"Corrections and Criminal Justice, Other."
,#N/A,,,43.02,Fire Protection.
10.19.04,Emergency and Disaster Management,,,43.02.01,Fire Prevention and Safety Technology/Technician.
10.19.04,Emergency and Disaster Management,,,43.02.02,Fire Services Administration.
10.19.04,Emergency and Disaster Management,,,43.02.03,Fire Science/Fire-fighting.
10.19.04,Emergency and Disaster Management,,,43.02.04,Fire Systems Technology.
6.72.01,Law Enforcement and Corrections,,,43.02.05,Fire/Arson Investigation and Prevention.
6.72.01,Law Enforcement and Corrections,,,43.02.06,Wildland/Forest Firefighting and Investigation.
10.19.04,Emergency and Disaster Management,,,43.02.99,"Fire Protection, Other."
,#N/A,,,43.03,Homeland Security.
10.19.01,Defense and Security Studies,,,43.03.01,Homeland Security.
10.19.04,Emergency and Disaster Management,,,43.03.02,Crisis/Emergency/Disaster Management.
10.19.01,Defense and Security Studies,,,43.03.03,Critical Infrastructure Protection.
10.19.01,Defense and Security Studies,,,43.03.04,Terrorism and Counterterrorism Operations.
10.19.01,Defense and Security Studies,,,43.03.99,"Homeland Security, Other."
,#N/A,,,43.99,"Homeland Security, Law Enforcement, Firefighting and Related Protective Services, Other."
10.19.04,Emergency and Disaster Management,,,43.99.99,"Homeland Security, Law Enforcement, Firefighting and Related Protective Services, Other."
,#N/A,,,,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS.
,#N/A,,,44,"Human Services, General."
10.19.23,"Other Public Affairs, Public Policy and Public Administration",,,44.00.00,"Human Services, General."
,#N/A,,,44.02,Community Organization and Advocacy.
10.23.01,Civic and Community Engagement,,,44.02.01,Community Organization and Advocacy.
10.19.13,Public Administration,,,44.04,Public Administration.
10.19.13,Public Administration,,,44.04.01,Public Administration.
,#N/A,,,44.05,Public Policy Analysis.
10.19.15,Public Policy,,,44.05.01,"Public Policy Analysis, General."
10.19.03,Education Policy,,,44.05.02,Education Policy Analysis.
10.19.07,Health Policy,,,44.05.03,Health Policy Analysis.
10.17.03,International Relations,,,44.05.04,International Policy Analysis.
10.19.15,Public Policy,,,44.05.99,"Public Policy Analysis, Other."
10.22.01,Social Work,,,44.07,Social Work.
10.22.01,Social Work,,,44.07.01,Social Work.
10.22.01,Social Work,,,44.07.02,Youth Services/Administration.
10.22.01,Social Work,,,44.07.99,"Social Work, Other."
,#N/A,,,44.99,"Public Administration and Social Service Professions, Other."
10.19.23,"Other Public Affairs, Public Policy and Public Administration",,,44.99.99,"Public Administration and Social Service Professions, Other."
,#N/A,,,,SOCIAL SCIENCES.
,#N/A,,,45.01,"Social Sciences, General."
10.00.00,Social and Behavioral Sciences,,,45.01.01,"Social Sciences, General."
10.26.01,Other Social and Behavioral Sciences,,,45.01.02,Research Methodology and Quantitative Methods.
,#N/A,,,45.02,Anthropology.
10.03.00,Anthropology,,,45.02.01,Anthropology.
10.03.02,Biological and Physical Anthropology,,,45.02.02,Physical and Biological Anthropology.
10.03.06,Other Anthropology,,,45.02.03,Medical Anthropology.
10.03.05,Social and Cultural Anthropology,,,45.02.04,Cultural Anthropology.
10.03.06,Other Anthropology,,,45.02.99,"Anthropology, Other."
,#N/A,,,45.03,Archeology.
2.24.00,"History of Art, Architecture, and Archaeology",,,45.03.01,Archeology.
,#N/A,,,45.04,Criminology.
10.23.04,Criminology,,,45.04.01,Criminology.
,#N/A,,,45.05,Demography and Population Studies.
10.23.05,"Demography, Population, and Ecology",,,45.05.01,Demography and Population Studies.
,#N/A,,,45.06,Economics.
10.06.00,Economics,,,45.06.01,"Economics, General."
10.06.16,Other Economics,,,45.06.02,Applied Economics.
10.06.02,Econometrics,,,45.06.03,Econometrics and Quantitative Economics.
10.06.06,Growth and Development,,,45.06.04,Development Economics and International Development.
10.06.10,International Economics,,,45.06.05,International Economics.
10.06.16,Other Economics,,,45.06.99,"Economics, Other."
,#N/A,,,45.07,Geography and Cartography.
10.09.00,Geography,,,45.07.01,Geography.
10.09.01,Geographic Information Sciences,,,45.07.02,Geographic Information Science and Cartography.
10.09.07,Other Geography,,,45.07.99,"Geography, Other."
,#N/A,,,45.09,International Relations and National Security Studies.
10.17.03,International Relations,,,45.09.01,International Relations and Affairs.
6.86.01,National Security Law,,,45.09.02,National Security Policy Studies.
10.17.06,Other Political Science,,,45.09.99,"International Relations and National Security Studies, Other."
,#N/A,,,45.1,Political Science and Government.
10.17.00,Political Science,,,45.10.01,"Political Science and Government, General."
10.17.01,American Politics,,,45.10.02,American Government and Politics (United States).
10.17.06,Other Political Science,,,45.10.03,Canadian Government and Politics.
10.06.13,Political Economy,,,45.10.04,Political Economy.
10.17.06,Other Political Science,,,45.10.99,"Political Science and Government, Other."
10.23.00,Sociology,,,45.11,Sociology.
10.23.00,Sociology,,,45.11.01,Sociology.
,#N/A,,,45.12,Urban Studies/Affairs.
10.25.01,Urban Studies and Planning,,,45.12.01,Urban Studies/Affairs.
,#N/A,,,45.13,Sociology and Anthropology.
10.23.00,Sociology,,,45.13.01,Sociology and Anthropology.
10.23.19,Rural Sociology,,,45.14,Rural Sociology.
10.23.19,Rural Sociology,,,45.14.01,Rural Sociology.
10.26.01,Other Social and Behavioral Sciences,,,45.99,"Social Sciences, Other."
10.26.01,Other Social and Behavioral Sciences,,,45.99.99,"Social Sciences, Other."
,#N/A,,,,CONSTRUCTION TRADES.
,#N/A,,,46,"Construction Trades, General."
5.07.02,Construction Engineering and Management,,,46.00.00,"Construction Trades, General."
,#N/A,,,46.01,Mason/Masonry.
1.04.01,Construction Engineering,,,46.01.01,Mason/Masonry.
,#N/A,,,46.02,Carpenters.
1.04.01,Construction Engineering,,,46.02.01,Carpentry/Carpenter.
,#N/A,,,46.03,Electrical and Power Transmission Installers.
5.10.03,Electrical and Electronics,,,46.03.01,"Electrical and Power Transmission Installation/Installer, General."
5.10.03,Electrical and Electronics,,,46.03.02,Electrician.
5.10.03,Electrical and Electronics,,,46.03.03,Lineworker.
5.10.03,Electrical and Electronics,,,46.03.99,"Electrical and Power Transmission Installers, Other."
,#N/A,,,46.04,"Building/Construction Finishing, Management, and Inspection."
5.07.02,Construction Engineering and Management,,,46.04.01,Building/Property Maintenance.
1.04.01,Construction Engineering,,,46.04.02,Concrete Finishing/Concrete Finisher.
1.04.01,Construction Engineering,,,46.04.03,Building/Home/Construction Inspection/Inspector.
1.04.01,Construction Engineering,,,46.04.04,Drywall Installation/Drywaller.
1.04.01,Construction Engineering,,,46.04.06,Glazier.
1.04.01,Construction Engineering,,,46.04.08,Painting/Painter and Wall Coverer.
1.04.01,Construction Engineering,,,46.04.10,Roofer.
1.04.01,Construction Engineering,,,46.04.11,Metal Building Assembly/Assembler.
1.04.01,Construction Engineering,,,46.04.12,Building/Construction Site Management/Manager.
1.04.01,Construction Engineering,,,46.04.13,"Carpet, Floor, and Tile Worker."
1.04.01,Construction Engineering,,,46.04.14,Insulator.
1.04.01,Construction Engineering,,,46.04.15,Building Construction Technology.
1.04.01,Construction Engineering,,,46.04.99,"Building/Construction Finishing, Management, and Inspection, Other."
,#N/A,,,46.05,Plumbing and Related Water Supply Services.
1.04.01,Construction Engineering,,,46.05.02,Pipefitting/Pipefitter and Sprinkler Fitter.
1.04.01,Construction Engineering,,,46.05.03,Plumbing Technology/Plumber.
1.04.01,Construction Engineering,,,46.05.04,Well Drilling/Driller.
1.04.01,Construction Engineering,,,46.05.05,Blasting/Blaster.
1.04.01,Construction Engineering,,,46.05.99,"Plumbing and Related Water Supply Services, Other."
,#N/A,,,46.99,"Construction Trades, Other."
5.07.02,Construction Engineering and Management,,,46.99.99,"Construction Trades, Other."
,#N/A,,,,MECHANIC AND REPAIR TECHNOLOGIES/TECHNICIANS.
,#N/A,,,47,"Mechanics and Repairers, General."
1.04.01,Construction Engineering,,,47.00.00,"Mechanics and Repairers, General."
,#N/A,,,47.01,Electrical/Electronics Maintenance and Repair Technology.
5.10.03,Electrical and Electronics,,,47.01.01,"Electrical/Electronics Equipment Installation and Repair, General."
5.10.05,Electronic Devices and Semiconductor Manufacturing,,,47.01.02,Business Machine Repair.
5.10.09,Systems and Communications,,,47.01.03,Communications Systems Installation and Repair Technology.
5.10.05,Electronic Devices and Semiconductor Manufacturing,,,47.01.04,Computer Installation and Repair Technology/Technician.
5.10.05,Electronic Devices and Semiconductor Manufacturing,,,47.01.05,Industrial Electronics Technology/Technician.
5.10.05,Electronic Devices and Semiconductor Manufacturing,,,47.01.06,Appliance Installation and Repair Technology/Technician.
5.10.03,Electrical and Electronics,,,47.01.10,"Security System Installation, Repair, and Inspection Technology/Technician."
5.10.03,Electrical and Electronics,,,47.01.99,"Electrical/Electronics Maintenance and Repair Technology, Other."
,#N/A,,,47.02,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR)."
5.10.03,Electrical and Electronics,,,47.02.01,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician."
,#N/A,,,47.03,Heavy/Industrial Equipment Maintenance Technologies.
5.20.01,Other Engineering,,,47.03.02,Heavy Equipment Maintenance Technology/Technician.
5.20.01,Other Engineering,,,47.03.03,Industrial Mechanics and Maintenance Technology.
5.20.01,Other Engineering,,,47.03.99,"Heavy/Industrial Equipment Maintenance Technologies, Other."
,#N/A,,,47.04,Precision Systems Maintenance and Repair Technologies.
2.04.09,Industrial and Product Design,,,47.04.02,Gunsmithing/Gunsmith.
2.04.09,Industrial and Product Design,,,47.04.03,Locksmithing and Safe Repair.
2.04.09,Industrial and Product Design,,,47.04.04,Musical Instrument Fabrication and Repair.
2.04.12,Metal and Jewelry Arts,,,47.04.08,Watchmaking and Jewelrymaking.
5.18.04,Operational Research,,,47.04.09,Parts and Warehousing Operations and Maintenance Technology/Technician.
5.18.04,Operational Research,,,47.04.99,"Precision Systems Maintenance and Repair Technologies, Other."
,#N/A,,,47.06,Vehicle Maintenance and Repair Technologies.
5.02.01,Automotive Engineering,,,47.06.00,"Vehicle Maintenance and Repair Technologies, General."
5.02.01,Automotive Engineering,,,47.06.03,Autobody/Collision and Repair Technology/Technician.
5.02.01,Automotive Engineering,,,47.06.04,Automobile/Automotive Mechanics Technology/Technician.
5.02.01,Automotive Engineering,,,47.06.05,Diesel Mechanics Technology/Technician.
5.02.01,Automotive Engineering,,,47.06.06,Small Engine Mechanics and Repair Technology/Technician.
5.03.03,Maintenance Technology,,,47.06.07,Airframe Mechanics and Aircraft Maintenance Technology/Technician.
5.03.03,Maintenance Technology,,,47.06.08,Aircraft Powerplant Technology/Technician.
5.03.03,Maintenance Technology,,,47.06.09,Avionics Maintenance Technology/Technician.
5.14.11,Other Mechanical Engineering,,,47.06.10,Bicycle Mechanics and Repair Technology/Technician.
5.02.01,Automotive Engineering,,,47.06.11,Motorcycle Maintenance and Repair Technology/Technician.
5.02.01,Automotive Engineering,,,47.06.12,Vehicle Emissions Inspection and Maintenance Technology/Technician.
5.02.01,Automotive Engineering,,,47.06.13,Medium/Heavy Vehicle and Truck Technology/Technician.
5.02.01,Automotive Engineering,,,47.06.14,Alternative Fuel Vehicle Technology/Technician.
5.02.01,Automotive Engineering,,,47.06.15,Engine Machinist.
5.14.09,Ocean Engineering,,,47.06.16,Marine Maintenance/Fitter and Ship Repair Technology/Technician.
5.18.04,Operational Research,,,47.06.17,High Performance and Custom Engine Technician/Mechanic.
